,Unnamed: 0,COUNTYID,state,city,UID,longitude,lng,num_population,male_num,female_num,rent_median,mortgage,debt,married,separated,divorced,age,edu_degree
31,30445,101,Pennsylvania,Philadelphia,278148,39.9149909,-75.22881070000003,3366,1640,1726,1105.0,1040.0,0.6662399999999999,0.49876,0.00744,0.06865,36.01093,0.8251
32,3771,53,California,Salinas,227581,36.6843587,-121.6342814,4165,2154,2011,1130.0,1455.0,0.66608,0.43339,0.00784,0.03978,32.949729999999995,0.50976
33,29981,71,Pennsylvania,Lancaster,277331,40.0302822,-76.30827459999998,4751,2294,2457,789.0,971.0,0.6822,0.3291,0.03932,0.12341,30.28892,0.65237
34,12483,89,Illinois,Aurora,244039,41.7729488,-88.367867,5882,2803,3079,893.0,1536.0,0.83586,0.50442,0.0073700000000000015,0.11542,34.4396,0.81799
35,18339,159,Michigan,Lawton,255112,42.1877213,-85.8203111,6879,3325,3554,686.0,1250.0,0.73722,0.5556,0.0030800000000000003,0.07965,36.68175,0.92529
36,30317,91,Pennsylvania,Audubon,277915,40.12540900000001,-75.44227120000002,6675,3420,3255,1110.0,2240.0,0.72218,0.5859300000000001,0.0,0.04075,34.48787,0.97995
37,33502,103,Texas,Crane,283935,31.422796500000004,-102.4877739,4730,2368,2362,649.0,833.0,0.37167,0.5811,0.0274,0.09452,35.05516,0.72197
38,28636,143,Oklahoma,Sand Springs,274794,36.1176917,-96.1649323,4963,2475,2488,995.0,1096.0,0.64825,0.63671,0.01462,0.05901,33.14082,0.92047
39,10057,89,Georgia,Lithonia,239378,33.716549900000004,-84.08047940000002,6815,2945,3870,809.0,1415.0,0.75749,0.48915,0.04341,0.08999,30.58059,0.85357
40,21810,195,North Carolina,Lucama,261688,35.64337310000001,-78.00952609999999,3977,1938,2039,603.0,991.0,0.54683,0.59854,0.02455,0.11878,40.83312,0.76364
41,17995,121,Michigan,Muskegon,254465,43.2311235,-86.0599514,4392,2084,2308,881.0,1029.0,0.57239,0.49134,0.0209,0.16955,36.77913,0.87308
42,25928,81,New York,Flushing,269571,40.7338803,-73.8223553,7181,3064,4117,906.0,1221.0,0.56999,0.6772600000000001,0.00937,0.02323,41.73211,0.8635299999999999
43,25402,61,New York,New York,268535,40.8137612,-73.939001,4412,1945,2467,1458.0,1406.0,0.66667,0.27911,0.03574,0.18115,40.47092,0.88289
44,9442,109,Florida,Saint Johns,238227,30.1000099,-81.5798856,13251,6503,6748,1950.0,2126.0,0.8851,0.71,0.0,0.05224,36.05077,0.96995
45,1952,1,California,Emeryville,224045,37.8426105,-122.2898382,2817,1412,1405,1918.0,2255.0,0.77757,0.38069,0.02634,0.11093,35.83444,0.97239
46,8807,95,Florida,Orlando,237074,28.5337973,-81.36877779999998,2576,1101,1475,934.0,1954.0,0.60221,0.30733,0.02854,0.13321,41.8016,0.91211
47,35999,49,Utah,Salem,288671,40.0770612,-111.6593557,2161,1188,973,851.0,1670.0,0.7762600000000001,0.6675300000000001,0.0,0.05563,32.46209,0.95462
48,20858,45,North Carolina,Shelby,259868,35.26612120000001,-81.55897540000002,5500,2415,3085,761.0,941.0,0.4752,0.46287,0.00509,0.14445999999999998,42.12836,0.85644
49,37766,61,Washington,Lake Stevens,291999,47.9987277,-122.0936955,4475,2348,2127,973.0,1726.0,0.81324,0.59129,0.00716,0.06921000000000001,31.97793,0.91422
50,17376,37,Michigan,Dewitt,253298,42.8258938,-84.5853019,4180,2045,2135,847.0,1797.0,0.71602,0.7073699999999999,0.0,0.04844,37.62308,0.9668
51,21432,123,North Carolina,Star,260929,35.38233889999999,-79.7733432,6322,3135,3187,546.0,942.0,0.33636,0.52363,0.016309999999999998,0.06274,38.11714,0.68833
52,12003,31,Illinois,Lincolnwood,243138,42.0050636,-87.71943859999998,4815,2300,2515,1541.0,2651.0,0.6158399999999999,0.66574,0.02009,0.04018,42.49023,0.90343
53,26979,35,Ohio,Westlake,271633,41.4550047,-81.954296,6977,3360,3617,964.0,2180.0,0.73032,0.6108899999999999,0.02172,0.10217,43.81127,0.96914
54,3546,37,California,Torrance,227143,33.8218914,-118.35500659999998,3318,1586,1732,1259.0,3137.0,0.73037,0.54525,0.04039,0.08527,40.67972,0.91252
55,24349,21,New York,Canaan,266542,42.4079003,-73.4617626,1671,820,851,1321.0,1873.0,0.57116,0.53468,0.01012,0.04335,40.96009,0.8963200000000001
56,1426,13,Arizona,Tempe,223012,33.4287353,-111.9349179,3192,1928,1264,1595.0,2151.0,0.79381,0.06149,0.0,0.02658,22.76876,0.98305
57,23767,3,Nevada,Las Vegas,265460,36.229687,-115.2698455,4812,2271,2541,1387.0,1391.0,0.80035,0.44185,0.01038,0.15628,36.51992,0.95352
58,605,103,Alabama,Falkville,221465,34.3700778,-86.90356659999998,5478,2695,2783,680.0,975.0,0.4733100000000001,0.5833,0.02937,0.1698,40.5151,0.77786
59,30904,21,Puerto Rico,Bayamon,279011,18.412418,-66.1816358,4254,1999,2255,521.0,916.0,0.57143,0.46063,0.013030000000000002,0.14624,39.63792,0.80133
60,11894,31,Illinois,Chicago,242903,41.74766,-87.66094340000002,1884,843,1041,856.0,1436.0,0.6291100000000001,0.21818,0.05455,0.13455,32.8159,0.73639
61,4158,61,California,Roseville,228336,38.7645678,-121.2756981,6080,2735,3345,1337.0,1872.0,0.74271,0.5362,0.006540000000000001,0.10416,39.60762,0.94515
62,13617,97,Indiana,Indianapolis,246225,39.6958163,-86.1218955,2483,1336,1147,665.0,1113.0,0.5209,0.4194100000000001,0.02747,0.20788,41.64407,0.8473799999999999
63,31485,3,South Carolina,North Augusta,280103,33.4918418,-81.97082850000002,5324,2566,2758,769.0,1220.0,0.6139899999999999,0.57019,0.06053,0.08189,38.36401,0.9314
64,38555,121,Wisconsin,Osseo,293481,44.494455,-91.2738827,3115,1551,1564,654.0,1172.0,0.57753,0.58097,0.0055,0.12186,41.7556,0.91293
65,4124,59,California,Westminster,228266,33.7701937,-118.029878,4102,2034,2068,1395.0,2008.0,0.54867,0.43548,0.04338,0.07508,39.1538,0.88881
66,17724,87,Michigan,Lapeer,253957,43.1063831,-83.2736599,5509,2722,2787,982.0,1168.0,0.59813,0.53998,0.013030000000000002,0.11411,38.80366,0.89461
67,5936,107,California,Porterville,231704,36.0380615,-118.9838486,623,403,220,,,,0.17,0.0,0.2,59.77061,0.43529
68,38008,11,Wisconsin,Alma,292398,44.3473939,-91.8023709,2494,1265,1229,443.0,1213.0,0.44352,0.6378699999999999,0.00919,0.09283,46.28586,0.95155
69,5479,85,California,San Jose,230822,37.3299506,-121.9279069,5581,2759,2822,1264.0,3367.0,0.7821,0.5576399999999999,0.00811,0.13279000000000002,43.77612,0.93317
70,10858,3,Hawaii,Waipahu,240846,21.3910655,-157.9900179,8731,4161,4570,1280.0,2408.0,0.63737,0.52179,0.0,0.06682,41.80899,0.83394
71,27016,41,Ohio,Galena,271703,40.2326311,-82.962209,8375,4024,4351,1781.0,2397.0,0.83599,0.72568,0.0,0.02239,33.53262,0.99151
72,30642,107,Pennsylvania,Tamaqua,278498,40.8543932,-76.01693759999998,5203,2470,2733,746.0,1236.0,0.50183,0.62427,0.00135,0.09788,50.2435,0.90991
73,9950,67,Georgia,Powder Springs,239182,33.8775863,-84.6653904,4604,2263,2341,999.0,1273.0,0.63577,0.51122,0.00991,0.08086,38.73254,0.82234
74,16039,23,Massachusetts,Kingston,250815,42.0027229,-70.741927,6082,2921,3161,1265.0,2041.0,0.69423,0.65669,0.01294,0.06591,41.64139,0.92053
75,5430,81,California,Burlingame,230726,37.6147771,-122.3769132,0,0,0,,,,,,,,
76,36086,13,Virginia,Arlington,288825,38.8853511,-77.1525694,5772,3051,2721,2799.0,2780.0,0.8307399999999999,0.52785,0.01699,0.03398,37.77362,0.97305
77,2746,37,California,Los Angeles,225578,34.0468935,-118.2031501,4139,2334,1805,953.0,2254.0,0.56944,0.42919,0.01346,0.030160000000000006,33.2006,0.37227
78,38129,39,Wisconsin,Fond Du Lac,292641,43.7710901,-88.42837309999999,3552,1684,1868,892.0,1141.0,0.6532600000000001,0.56197,0.00693,0.09392,37.57316,0.8934799999999999
79,32618,125,Tennessee,Clarksville,282287,36.6111284,-87.3870682,3718,1810,1908,1053.0,1147.0,0.74292,0.55915,0.02394,0.10845,30.36275,0.93904
80,1687,19,Arizona,Tucson,223544,32.1985657,-110.8290507,7898,3670,4228,839.0,1218.0,0.58319,0.43445,0.0,0.17082999999999998,37.88299,0.8170000000000001
81,2330,19,California,Huron,224776,36.1460004,-120.0943186,2788,1387,1401,674.0,1200.0,0.77508,0.46039,0.04007,0.01771,35.59036,0.23688
82,2831,37,California,Los Angeles,225718,34.0373857,-118.3505694,2819,1491,1328,1063.0,2224.0,0.84596,0.41051,0.04274,0.09795,34.16976,0.75173
83,20356,87,Mississippi,Columbus,258984,33.5065107,-88.377418,4281,2036,2245,904.0,977.0,0.55207,0.52171,0.01427,0.06266000000000001,38.51531,0.8401700000000001
84,37646,53,Washington,Tacoma,291763,47.1638216,-122.4667714,4973,2597,2376,854.0,1754.0,0.30392,0.38115,0.03702,0.11567,26.31125,0.72965
85,11354,1,Idaho,Boise,241840,43.59781210000001,-116.2442242,4938,2426,2512,765.0,984.0,0.81777,0.24123000000000006,0.0,0.24073000000000006,35.8194,0.92248
86,7563,11,Florida,Pompano Beach,234752,26.239737,-80.08792740000001,1008,505,503,1600.0,1579.0,0.37698,0.59719,0.05812000000000001,0.14228,64.9797,0.97119
87,843,53,Arkansas,Poyen,221928,34.29819570000001,-92.5732783,4209,2145,2064,586.0,815.0,0.43316,0.5854199999999999,0.0279,0.10478,40.51476,0.85306
88,16012,21,Massachusetts,Weymouth,250763,42.2395414,-70.94671629999998,3619,1614,2005,1099.0,2079.0,0.70635,0.65859,0.03785,0.08478,41.36065,0.90629
89,5306,77,California,Tracy,230503,37.7200089,-121.4337996,5967,3311,2656,1278.0,1989.0,0.85149,0.54281,0.01414,0.07541,33.45895,0.8676
90,32714,155,Tennessee,Gatlinburg,282458,35.7491877,-83.47667320000002,4006,1959,2047,844.0,1108.0,0.51098,0.51198,0.03174,0.16826,46.46311,0.79138
91,24120,5,New York,Bronx,266140,40.8421663,-73.9269523,4340,2015,2325,1063.0,2661.0,0.7941199999999999,0.32942,0.03522,0.06837,32.06012,0.6764600000000001
92,22666,13,New Jersey,Newark,263323,40.7246108,-74.2059732,2445,1059,1386,984.0,1796.0,0.78378,0.42782,0.07612000000000001,0.01969,30.98813,0.90066
93,963,119,Arkansas,North Little Rock,222165,34.7972019,-92.3076368,0,0,0,,,,,,,,
94,15777,17,Massachusetts,Townsend,250333,42.6939625,-71.7114142,4022,1868,2154,901.0,1971.0,0.79337,0.5987399999999999,0.0,0.14076,38.47174,0.95197
95,19560,69,Missouri,Kennett,257465,36.246747,-90.02085,4496,2189,2307,421.0,746.0,0.43527,0.48235,0.04098,0.17907,34.50171,0.64712
96,6928,3,Connecticut,West Hartford,233549,41.7669956,-72.7301972,4399,2004,2395,1327.0,1877.0,0.65763,0.48913,0.01872,0.05857,40.63924,0.95746
97,20375,93,Mississippi,Holly Springs,259021,34.778375200000006,-89.470098,3123,1325,1798,461.0,866.0,0.5,0.26635,0.02973,0.08918,33.58812,0.79676
98,4388,65,California,Indio,228776,33.725974,-116.1809844,2150,1155,995,1744.0,2158.0,0.49235,0.69516,0.00675,0.05174,43.29726,0.91447
99,26564,119,New York,Somers,270821,41.3359042,-73.7081057,4511,2022,2489,2672.0,2437.0,0.45351,0.67714,0.0,0.04388,57.38769,0.95727
100,7701,11,Florida,Weston,235012,26.2480353,-80.6053221,0,0,0,,,,,,,,
101,356,73,Alabama,Birmingham,220943,33.4628029,-86.8901343,2447,1063,1384,778.0,868.0,0.56006,0.45952,0.04762,0.14405,40.12978,0.8527100000000001
102,11465,57,Idaho,Moscow,242049,46.771348,-117.0104176,8362,4404,3958,670.0,1141.0,0.54899,0.38065,0.01711,0.05854,30.62833,0.96436
103,37379,33,Washington,Seattle,291274,47.5296655,-122.3262393,4174,1990,2184,811.0,1707.0,0.73039,0.40731,0.0,0.18937,36.52872,0.72639
104,9132,101,Florida,Holiday,237671,28.2047796,-82.7535811,2490,1263,1227,958.0,1053.0,0.59578,0.52179,0.04782,0.11583,38.58715,0.84925
105,5404,81,California,Redwood City,230684,37.4932225,-122.2386868,2401,1200,1201,1529.0,2805.0,0.7510899999999999,0.5356,0.02232,0.0542,36.54872,0.8899799999999999
106,28525,133,Oklahoma,Seminole,274588,35.2254552,-96.6748136,1943,966,977,533.0,651.0,0.48125,0.40492,0.01368,0.12038,34.471270000000004,0.78769
107,2652,37,California,North Hollywood,225407,34.1494399,-118.3720618,3936,1722,2214,1421.0,2895.0,0.8660200000000001,0.40067,0.00135,0.05185,36.55428,0.94989
108,1241,13,Arizona,Glendale,222643,33.5200387,-112.2117697,4266,2126,2140,875.0,1235.0,0.84139,0.47606,0.0458,0.07564,28.6707,0.7419
109,11820,31,Illinois,Chicago,242749,41.6888969,-87.6278036,2228,943,1285,1066.0,1020.0,0.61919,0.23479,0.05092,0.15983,36.54416,0.76166
110,4392,65,California,Indio,228781,33.7343347,-116.2251547,4226,2146,2080,1172.0,1076.0,0.6157,0.5119600000000001,0.02269,0.07848,34.75265,0.5657800000000001
111,22517,5,New Jersey,Willingboro,263050,40.0229011,-74.9082162,1158,518,640,2249.0,2245.0,0.64078,0.5341899999999999,0.01496,0.0641,47.678,0.92969
112,3812,53,California,Monterey,227654,36.6518615,-121.7987528,1824,611,1213,,,,0.01309,0.0,0.0,19.90124,1.0
113,2235,17,California,Pollock Pines,224580,38.71533970000001,-120.5805435,5398,2588,2810,850.0,1822.0,0.71562,0.62039,0.01476,0.16097999999999998,44.61676,0.93454
114,33255,39,Texas,Pearland,283454,29.5494544,-95.3581132,15483,7810,7673,1215.0,2042.0,0.76307,0.6126,0.0069,0.03654,32.36668,0.97306
115,21537,151,North Carolina,Asheboro,261161,35.67214699999999,-79.8253526,4924,2500,2424,594.0,963.0,0.58643,0.33415,0.04288,0.19172,34.99953,0.75675
116,36349,59,Virginia,Centreville,289295,38.8131228,-77.43836999999998,3824,2017,1807,2203.0,2243.0,0.90746,0.53071,0.01729,0.02445,34.68273,0.98545
117,21490,133,North Carolina,Jacksonville,261050,34.757835,-77.3972876,3766,1563,2203,648.0,960.0,0.71006,0.4673600000000001,0.11704,0.1465,35.62213,0.81085
118,11533,19,Illinois,Champaign,242185,40.1349948,-88.3242127,6870,3450,3420,1140.0,1378.0,0.8009999999999999,0.55162,0.02627,0.08317999999999999,32.068290000000005,0.97907
119,32594,119,Tennessee,Spring Hill,282243,35.71295,-86.8859848,8452,4017,4435,1109.0,1260.0,0.78541,0.64249,0.01018,0.07347000000000001,35.48171,0.96077
120,28338,109,Oklahoma,Oklahoma City,274242,35.4822928,-97.5566417,3430,1837,1593,819.0,968.0,0.63579,0.39051,0.00746,0.12407,33.49365,0.7581899999999999
121,13138,3,Indiana,Fort Wayne,245333,41.0677025,-85.2531056,4824,2295,2529,858.0,1370.0,0.66147,0.63146,0.0,0.06587,38.29418,0.97621
122,33800,121,Texas,Denton,284522,33.198292200000004,-97.1289269,4246,1888,2358,933.0,749.0,1.0,0.13166,0.00272,0.04461,27.04913,0.97096
123,29531,19,Pennsylvania,Saxonburg,276492,40.7888858,-79.8320073,5441,2750,2691,788.0,1446.0,0.54755,0.5991,0.00448,0.07447999999999999,45.80886,0.89259
124,8633,86,Florida,Miami,236758,25.7402849,-80.33972340000003,5603,2680,2923,1186.0,1246.0,0.39157,0.53287,0.03265,0.11058,39.81013,0.75149
125,35392,439,Texas,Fort Worth,287521,32.743526,-97.4226253,5756,2882,2874,758.0,2405.0,0.4547100000000001,0.4532600000000001,0.01214,0.06354,42.76188,0.8855799999999999
126,36513,117,Virginia,South Hill,289628,36.7424833,-78.15004420000002,6134,2647,3487,758.0,1040.0,0.53385,0.57465,0.03427,0.06573,41.07184,0.79602
127,37752,61,Washington,Woodinville,291968,47.7937206,-122.1619664,4969,2547,2422,1364.0,2544.0,0.74419,0.68105,0.007940000000000001,0.06448,38.73529,0.97354
128,34447,201,Texas,Houston,285696,29.7650805,-95.6195766,4634,2374,2260,1195.0,1548.0,0.78723,0.44753,0.01514,0.08728999999999999,35.79037,0.98297
129,6607,77,Colorado,Grand Junction,232950,39.07155820000001,-108.5670101,1434,822,612,630.0,1314.0,0.7043,0.33887,0.00997,0.25083,35.1001,0.8882899999999999
130,11953,31,Illinois,Rolling Meadows,243035,42.0749485,-88.0507852,3937,2233,1704,1248.0,2278.0,0.59804,0.43173,0.0,0.08419,31.136470000000006,0.96304
131,29295,3,Pennsylvania,Turtle Creek,276005,40.408575,-79.8214642,5324,2533,2791,445.0,923.0,0.66667,0.38155,0.04541,0.11002,44.57705,0.94406
132,7121,11,Connecticut,New London,233918,41.3542825,-72.0975711,2805,1340,1465,753.0,1269.0,0.50888,0.23568000000000006,0.02782,0.16285,39.35049,0.7999
133,12608,101,Illinois,Lawrenceville,244301,38.779858,-87.6999744,2138,816,1322,609.0,928.0,0.40797,0.67367,0.00162,0.15186,43.51011,0.92303
134,9667,127,Florida,Daytona Beach,238649,29.1800981,-81.0573597,4784,2304,2480,791.0,1136.0,0.70018,0.32357,0.0,0.05905,34.14972,0.8889299999999999
135,19506,43,Missouri,Ozark,257361,36.96955670000001,-93.2225765,5558,2804,2754,739.0,1067.0,0.7218,0.6334,0.01871,0.08781,34.10852,0.9
136,21720,183,North Carolina,Apex,261514,35.7679562,-78.8374671,4579,2254,2325,1391.0,1795.0,0.8507899999999999,0.74392,0.013330000000000002,0.00579,38.23879,0.9843
137,27960,153,Ohio,Akron,273499,41.0772923,-81.5058328,4321,2611,1710,650.0,849.0,0.15152000000000002,0.07936,0.0,0.01151,22.65291,0.91814
138,31239,127,Puerto Rico,San Juan,279635,18.4198448,-66.0412342,1880,978,902,361.0,621.0,0.22938000000000006,0.30025,0.01985,0.16501,39.05493,0.5682
139,31724,45,South Carolina,Simpsonville,280578,34.8037677,-82.2696151,7076,3414,3662,1289.0,1321.0,0.72278,0.5865199999999999,0.0,0.04517,38.59915,0.93955
140,20238,47,Mississippi,Saucier,258757,30.6041685,-89.2071493,9217,4513,4704,863.0,1110.0,0.58895,0.59637,0.03492,0.10043,37.75892,0.8186399999999999
141,19917,186,Missouri,Ste Genevieve,258162,37.93847870000001,-90.1316913,3930,1999,1931,924.0,1275.0,0.55086,0.6199,0.0,0.08872999999999999,40.97777,0.88434
142,38468,101,Wisconsin,Racine,293315,42.721045200000006,-87.80135340000002,5920,3054,2866,754.0,888.0,0.68835,0.32963000000000003,0.0,0.11376,27.64173,0.5646899999999999
143,5648,85,California,San Jose,231156,37.2401629,-121.8105951,5311,2635,2676,2150.0,2663.0,0.84505,0.59146,0.00905,0.08492000000000001,32.54162,0.9284
144,30969,31,Puerto Rico,San Juan,279135,18.412019,-65.99618199999999,1971,945,1026,671.0,1036.0,0.5373399999999999,0.38095,0.02256,0.15288,41.00319,0.87211
145,5137,75,California,San Francisco,230195,37.7904728,-122.4139142,2561,1331,1230,1544.0,3090.0,0.49025,0.22485,0.028960000000000007,0.13262000000000002,41.83113,0.94027
146,38074,25,Wisconsin,Fitchburg,292519,42.971996,-89.45631159999998,6471,3175,3296,1334.0,1664.0,0.80601,0.66694,0.0,0.09318,38.16207,0.97155
147,7053,9,Connecticut,Shelton,233784,41.2865161,-73.0667868,3133,1450,1683,1380.0,2629.0,0.6268699999999999,0.71886,0.01557,0.03287,40.91649,0.94921
148,31245,127,Puerto Rico,San Juan,279646,18.4154534,-66.0933408,2651,1188,1463,666.0,1099.0,0.62105,0.37392,0.05603,0.14332,36.26098,0.72048
149,29616,29,Pennsylvania,Coatesville,276676,39.98167670000001,-75.8322068,4054,2032,2022,1090.0,1518.0,0.81053,0.45498,0.056270000000000014,0.08199,28.37761,0.8059999999999999
150,3065,37,California,Claremont,226157,34.1154719,-117.7165289,7909,3724,4185,1659.0,2546.0,0.6927399999999999,0.54982,0.02019,0.07514,40.50256,0.95833
151,30737,125,Pennsylvania,Charleroi,278674,40.1392518,-79.96676679999999,4290,2080,2210,786.0,1004.0,0.45141,0.60193,0.01359,0.07078,44.14682,0.94574
152,7013,7,Connecticut,Chester,233710,41.4117284,-72.4871458,4263,2066,2197,1077.0,2308.0,0.68916,0.58528,0.00643,0.12558,43.59441,0.95796
153,33879,135,Texas,Odessa,284659,31.8629349,-102.5085068,10371,5268,5103,704.0,1117.0,0.34795,0.5270199999999999,0.007240000000000002,0.11533,33.24234000000001,0.67064
154,14684,111,Kentucky,Louisville,248190,38.1732342,-85.8476114,3973,1906,2067,685.0,967.0,0.61455,0.49679,0.0045,0.1009,36.44276,0.84306
155,18833,37,Minnesota,Mendota Heights,256095,44.8729856,-93.1170202,2665,1108,1557,991.0,1513.0,0.71113,0.67469,0.0,0.07218,44.13962,0.96805
156,6173,5,Colorado,Aurora,232141,39.6589153,-104.8126127,5009,2475,2534,1508.0,1321.0,0.70696,0.54757,0.00446,0.07433,41.19348,0.95515
157,5577,85,California,San Jose,231018,37.2807949,-121.98673259999998,7414,3843,3571,1859.0,3067.0,0.76103,0.6633100000000001,0.0041600000000000005,0.06761,37.1753,0.95394
158,2016,1,California,Fremont,224167,37.5647764,-122.0464882,4303,2275,2028,1848.0,2671.0,0.85257,0.7276100000000001,0.0,0.01803,32.48572,0.91974
159,13706,127,Indiana,Porter,246403,41.6329354,-87.12620820000002,0,0,0,,,,,,,,
160,36545,143,Virginia,Chatham,289691,36.8062222,-79.5731368,4000,2066,1934,544.0,869.0,0.53128,0.55784,0.013330000000000002,0.12296,41.76539,0.73715
161,38990,21,Wyoming,Cheyenne,294257,41.1398185,-104.78303309999998,6053,2977,3076,704.0,1336.0,0.61123,0.49469,0.03225,0.12897999999999998,38.38702,0.90712
162,20987,65,North Carolina,Rocky Mount,260109,35.9126355,-77.7834944,6097,2886,3211,627.0,887.0,0.64699,0.37344,0.06996000000000001,0.07041,36.49365,0.75108
163,24755,47,New York,Brooklyn,267345,40.6810478,-73.9254263,5550,2313,3237,684.0,2872.0,0.51515,0.2516,0.04415,0.14149,37.11512000000001,0.7014699999999999
164,32791,157,Tennessee,Memphis,282607,35.16065029999999,-89.847801,5328,2710,2618,879.0,1153.0,0.64005,0.33859,0.01779,0.12964,31.99247,0.90691
